car_company,car_model,registered_yr,Kms_driven,owner_type,body_type,seats,transmission_type,fuel_type,engine_capacity_in_cc,mileage_in_kmpl,max_power_in_bhp,insurance,city,resale_price_in_Lakh_Rupees
Renault,Renault Duster 110PS Diesel RxZ,2013,80000,First Owner,SUV,5,Manual,Diesel,1461,19,108,Third Party insurance,Bangalore,4.2
Hyundai,Hyundai Creta 1.6 VTVT SX Plus,2017,72313,Second Owner,SUV,5,Manual,Petrol,1591,13,121,Comprehensive,Bangalore,9.46
Renault,Renault Duster RXZ Turbo,2020,20600,Second Owner,SUV,5,Manual,Petrol,1330,16,153,Third Party insurance,Bangalore,9.63
Honda,Honda City ZX CVT,2021,22171,First Owner,Sedan,5,Automatic,Petrol,1498,18,119,Third Party,Mumbai,14.17
Honda,Honda Amaze VX Petrol,2022,8007,First Owner,Sedan,5,Manual,Petrol,1199,18,88,Third Party,Mumbai,8.23
Jaguar,Jaguar XF 2.2 Litre Luxury,2014,68400,Second Owner,Sedan,5,Automatic,Diesel,2179,16,187,Comprehensive,Mumbai,15.75
Maruti,Maruti SX4 S Cross DDiS 200 Zeta,2016,88556,First Owner,SUV,5,Manual,Diesel,1248,23,88,Third Party,Mumbai,6
Honda,Honda Amaze VX i-Vtech,2013,78446,First Owner,Sedan,5,Manual,Petrol,1198,18,86,Third Party insurance,Mumbai,3.95
Hyundai,Hyundai i10 Asta,2009,70000,Third Owner,Hatchback,5,Manual,Petrol,1197,20,78,Third Party insurance,Delhi,2.1
Tata,Tata Altroz XT BSVI,2020,40000,First Owner,Hatchback,5,Manual,Petrol,1199,19,86,Third Party insurance,Gurgaon,6.5
Hyundai,Hyundai i10 Era,2010,60000,Second Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party insurance,Delhi,1.43
Tata,Tata Altroz XE BSVI,2021,40000,First Owner,Hatchback,5,Manual,Petrol,1199,19,86,Third Party insurance,Delhi,5.8
Toyota,Toyota Corolla Altis 1.8 GL,2017,120000,Second Owner,Sedan,5,Manual,Petrol,1798,14,138,Third Party insurance,Delhi,9.5
Maruti,Maruti Swift Dzire VXI 1.2,2016,50000,First Owner,Sedan,5,Manual,Petrol,1197,21,81,Comprehensive,Delhi,5
Volkswagen,Volkswagen Polo 1.0 TSI Highline Plus,2019,45000,First Owner,Hatchback,5,Manual,Petrol,999,18,108,Third Party insurance,Delhi,6.99
Toyota,Toyota Fortuner 4X4 Diesel BSVI,2022,14500,First Owner,SUV,7,Manual,Diesel,2755,8,201,Comprehensive,Delhi,40.5
Maruti,Maruti Swift Dzire ZXI Plus AT BSVI,2022,11000,First Owner,Sedan,5,Automatic,Petrol,1197,22,88,Comprehensive,Delhi,8.75
Kia,Kia Seltos GTX Plus DCT,2020,18000,First Owner,SUV,5,Automatic,Petrol,1353,16,138,Comprehensive,Mumbai,17.25
Tata,Tata Altroz XZ Plus Diesel BSVI,2022,14000,First Owner,Hatchback,5,Manual,Diesel,1497,23,88,Comprehensive,Mumbai,9.9
Honda,Honda City i VTEC V,2014,62002,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Comprehensive,Mumbai,5.21
Mercedes-Benz,Mercedes-Benz E-Class 220 CDI,2013,70000,First Owner,Sedan,5,Automatic,Diesel,2143,10,170,Comprehensive,Mumbai,9.75
Nissan,Nissan Terrano XL Plus 85 PS,2014,120000,First Owner,SUV,5,Manual,Diesel,1461,20,83,Third Party insurance,Mumbai,6.5
Honda,Honda City i-VTEC CVT ZX,2018,39482,Second Owner,Sedan,5,Automatic,Petrol,1497,18,117,Third Party,Mumbai,8.65
Maruti,Maruti Ciaz ZXi Plus,2017,114321,Second Owner,Sedan,5,Manual,Petrol,1373,20,91,First Party Insuarance,Bangalore,7
Maruti,Maruti Baleno 1.2 Alpha,2018,50027,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Third Party insurance,Bangalore,7.65
Maruti,Maruti Swift Dzire VXI 1.2,2017,24119,First Owner,Sedan,5,Manual,Petrol,1197,21,81,Comprehensive,Bangalore,6.75
Maruti,Maruti Celerio ZXI Optional,2017,73582,First Owner,Hatchback,5,Manual,Petrol,998,23,67,Third Party,Hyderabad,4.42
Mercedes-Benz,Mercedes-Benz CLA 200 CDI Style,2016,49000,Second Owner,Sedan,5,Automatic,Diesel,2143,17,134,Comprehensive,Bangalore,22
Renault,Renault Duster RXS Option CVT BSIV,2019,24724,First Owner,SUV,5,Automatic,Petrol,1498,13,105,Zero Dep,Bangalore,10.75
Hyundai,Hyundai i20 Magna Optional 1.2,2012,91000,First Owner,Hatchback,5,Manual,Petrol,1197,18,82,Comprehensive,Bangalore,4.25
Hyundai,Hyundai Venue SX Turbo iMT,2020,27000,First Owner,SUV,5,Manual,Petrol,998,18,118,Comprehensive,Bangalore,10.85
Hyundai,Hyundai EON Era Plus,2013,48000,Second Owner,Hatchback,5,Manual,Petrol,814,21,55,Third Party insurance,Delhi,1.8
Mahindra,Mahindra Thar LX 4-Str Hard Top Diesel BSVI,2022,10000,First Owner,SUV,4,Manual,Diesel,2184,15,130,Third Party insurance,Chandigarh,17
Maruti,Maruti Vitara Brezza LDi Option,2016,80000,First Owner,SUV,5,Manual,Diesel,1248,24,88,Third Party insurance,Chandigarh,6.4
Renault,Renault KWID RXT,2015,20066,Second Owner,Hatchback,5,Manual,Petrol,799,25,53,Comprehensive,Chandigarh,1.45
Mercedes-Benz,Mercedes-Benz B Class B180 Sports,2017,43277,Second Owner,Hatchback,5,Automatic,Petrol,1595,11,120,Comprehensive,Chandigarh,10.29
Mahindra,Mahindra XUV500 W6 2WD,2018,102229,First Owner,SUV,7,Manual,Diesel,2179,16,140,Without Insuarance,Chandigarh,10
Hyundai,Hyundai Verna CRDi,2007,149892,Second Owner,Sedan,5,Manual,Diesel,1493,16,116,Comprehensive,Bangalore,8.71
Maruti,Maruti Swift VXI,2012,76043,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Comprehensive,Jaipur,3.86
Maruti,Maruti Celerio ZXI,2015,49166,Third Owner,Hatchback,5,Manual,Petrol,998,25,65,Comprehensive,Jaipur,3.16
Maruti,Maruti Baleno 1.2 CVT Delta,2017,63633,First Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Zero Dep,Jaipur,5.78
Mahindra,Mahindra Bolero Power Plus SLX,2018,66000,First Owner,SUV,7,Manual,Diesel,1493,16,70,Comprehensive,Jaipur,8.25
Maruti,Maruti Celerio ZXI,2018,123683,Second Owner,Hatchback,5,Manual,Petrol,998,21,67,Comprehensive,Kolkata,3.53
Hyundai,Hyundai Xcent 1.2 Kappa SX,2014,40000,First Owner,Sedan,5,Manual,Petrol,1197,19,82,Third Party insurance,Kolkata,3.25
Mercedes-Benz,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,70000,Second Owner,Sedan,5,Automatic,Diesel,2143,13,201,Third Party insurance,Kolkata,15
Honda,Honda Amaze VX i-DTEC,2013,50000,First Owner,Sedan,5,Manual,Diesel,1498,25,98,Third Party insurance,Kolkata,2.95
Honda,Honda City ZX CVT,2022,300,First Owner,Sedan,5,Automatic,Petrol,1497,17,117,Comprehensive,Kolkata,14.99
Jeep,Jeep Compass 2.0 Limited Plus BSIV,2019,27000,First Owner,SUV,5,Manual,Diesel,1956,17,170,Third Party,Kolkata,15.99
Hyundai,Hyundai Santro Xing GLS CNG,2010,120000,Fourth Owner,Hatchback,5,Manual,CNG,1086,11,62,Third Party insurance,Ahmedabad,1.75
Hyundai,Hyundai i20 1.4 Asta Option,2019,78064,Second Owner,Hatchback,5,Manual,Diesel,1396,22,88,Third Party,Ahmedabad,7.3
BMW,BMW X1 sDrive 20d Sportline,2014,100000,First Owner,SUV,5,Automatic,Diesel,1995,17,184,Third Party insurance,Ahmedabad,10
Honda,Honda City i-VTEC CVT V,2018,60000,Second Owner,Sedan,5,Automatic,Petrol,1497,18,117,Third Party insurance,Ahmedabad,7
Maruti,Maruti Alto 800 VXI Optional,2019,20000,First Owner,Hatchback,5,Manual,Petrol,796,24,47,Third Party insurance,Ahmedabad,3.7
Hyundai,Hyundai Verna 1.6 SX CRDi (O),2011,120000,Fifth Owner,Sedan,5,Manual,Diesel,1582,22,126,Third Party insurance,Ahmedabad,2.7
Hyundai,Hyundai Venue SX Opt iMT,2022,10000,First Owner,SUV,5,Manual,Petrol,998,18,118,Third Party insurance,Chennai,12
Datsun,Datsun RediGO T Option,2017,52524,First Owner,Hatchback,5,Manual,Petrol,799,22,53,Comprehensive,Chennai,3.03
Maruti,Maruti Celerio ZXI AT,2016,34000,First Owner,Hatchback,5,Automatic,Petrol,998,23,67,Comprehensive,Chennai,4.85
Honda,Honda City V MT,2012,110067,Second Owner,Sedan,5,Manual,Petrol,1497,16,116,Comprehensive,Chennai,4.14
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,37300,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Chennai,5.15
BMW,BMW 5 Series 520d Luxury Line,2016,120000,Second Owner,Sedan,5,Automatic,Diesel,1995,18,190,Third Party insurance,Pune,23
Hyundai,Hyundai i10 Magna,2013,55483,Second Owner,Hatchback,5,Manual,Petrol,1197,20,78,Third Party insurance,Pune,2.6
Hyundai,Hyundai Venue S BSIV,2021,31000,First Owner,SUV,5,Manual,Petrol,1197,17,81,Comprehensive,Pune,8.5
MG,MG ZS EV Excite,2020,74700,First Owner,SUV,5,Automatic,Electric,0,18,140,Comprehensive,Pune,15
Maruti,Maruti Ciaz ZDi Plus SHVS,2016,100000,Second Owner,Sedan,5,Manual,Diesel,1248,28,88,Third Party insurance,Hyderabad,5
Honda,Honda City V MT,2020,70000,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Third Party insurance,Hyderabad,10
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,26678,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Hyderabad,5.15
Renault,Renault KWID 1.0 RXT Optional,2019,37634,First Owner,Hatchback,5,Manual,Petrol,999,23,67,Third Party insurance,Hyderabad,4.05
Hyundai,Hyundai Xcent Prime T Plus,2017,100000,Second Owner,Sedan,5,Manual,Petrol,1197,15,81,Third Party insurance,Hyderabad,3.8
Hyundai,Hyundai i10 Magna 1.1L,2011,49500,First Owner,Hatchback,5,Manual,Petrol,1086,19,68,Without Insuarance,Hyderabad,2.45
Maruti,Maruti Celerio ZXI,2017,78131,First Owner,Hatchback,5,Manual,Petrol,998,23,67,Comprehensive,Hyderabad,4.05
Fiat,Fiat Punto 1.3 Emotion,2016,72632,First Owner,Hatchback,5,Manual,Diesel,1248,20,75,Third Party insurance,Hyderabad,4.65
Honda,Honda Amaze VX Petrol BSIV,2019,19100,First Owner,Sedan,5,Manual,Petrol,1199,19,88,Comprehensive,Hyderabad,7.5
Honda,Honda City i VTEC CVT VX,2014,60000,First Owner,Sedan,5,Automatic,Petrol,1497,18,117,Third Party insurance,Hyderabad,7.25
Hyundai,Hyundai i20 1.2 Magna,2011,82000,First Owner,Hatchback,5,Manual,Petrol,1197,18,111,Third Party insurance,Hyderabad,2.9
Tata,Tata Hexa XTA,2017,118922,First Owner,MUV,7,Automatic,Diesel,2179,17,153,Third Party insurance,Hyderabad,10.8
Maruti,Maruti Wagon R LXI BS IV,2013,46938,First Owner,Hatchback,5,Manual,Petrol,998,18,67,Comprehensive,Gurgaon,2.76
Maruti,Maruti A-Star Vxi,2013,29555,First Owner,Hatchback,5,Manual,Petrol,998,19,66,Comprehensive,Gurgaon,2.46
Hyundai,Hyundai Santro Xing GLS,2011,73091,Second Owner,Hatchback,5,Manual,Petrol,1086,17,62,Third Party insurance,Gurgaon,1.54
Hyundai,Hyundai i20 Sportz 1.2,2014,48192,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Gurgaon,4.47
Honda,Honda City V MT AVN,2019,85542,First Owner,Sedan,5,Manual,Petrol,1497,16,116,Third Party insurance,Gurgaon,8.4
Maruti,Maruti Ertiga VXI AT Petrol,2019,30000,First Owner,MUV,7,Automatic,Petrol,1462,18,103,Comprehensive,Delhi,9.9
Maruti,Maruti Baleno 1.2 CVT Delta,2017,53768,First Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Comprehensive,Bangalore,6.55
Ford,Ford Figo Diesel EXI,2011,80000,Second Owner,Hatchback,5,Manual,Diesel,1399,20,68,Third Party insurance,Bangalore,2.45
Maruti,Maruti Swift VDI,2012,120000,First Owner,Hatchback,5,Manual,Diesel,1248,22,74,Third Party insurance,Bangalore,4
Maruti,Maruti SX4 Celebration Petrol,2011,100000,Second Owner,Sedan,5,Manual,Petrol,1586,15,103,Third Party insurance,Bangalore,2.5
Maruti,Maruti XL6 Alpha Plus Dual Tone BSVI,2022,10000,First Owner,MUV,6,Manual,Petrol,1462,20,101,Third Party insurance,Bangalore,15.8
Tata,Tata Tiago 1.2 Revotron XZ,2019,36692,Second Owner,Hatchback,5,Manual,Petrol,1199,23,84,Third Party insurance,Bangalore,4.86
Maruti,Maruti Swift VDI,2012,40310,First Owner,Hatchback,5,Manual,Diesel,1248,22,74,Comprehensive,Bangalore,4.91
Volkswagen,Volkswagen Polo 1.0 MPI Highline,2018,35000,First Owner,Hatchback,5,Manual,Petrol,999,18,75,Comprehensive,Bangalore,7.75
Maruti,Maruti Celerio Green VXI,2016,100556,First Owner,Hatchback,5,Manual,CNG,998,31,58,Third Party,Mumbai,4.13
Tata,Tata Nexon EV Prime XZ Plus,2021,50000,First Owner,SUV,5,Automatic,Electric,0,19,127,Third Party insurance,Mumbai,14
Ford,Ford Fusion 1.6 Duratec Petrol,2006,60000,Second Owner,Hatchback,5,Manual,Petrol,1596,13,93,Third Party insurance,Mumbai,8.71
Mahindra,Mahindra Scorpio S2 9 Seater,2014,110000,First Owner,SUV,9,Manual,Diesel,2523,15,75,Third Party insurance,Mumbai,7
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz Option AT,2018,43543,First Owner,Hatchback,5,Automatic,Petrol,1197,18,81,Zero Dep,Mumbai,6.14
Tata,Tata Nexon XZA Plus (O) Dark Edition,2021,47945,First Owner,SUV,5,Automatic,Petrol,1199,16,118,Third Party,Mumbai,11.74
Jaguar,Jaguar XE Portfolio,2018,40000,First Owner,Sedan,5,Automatic,Petrol,1999,13,246,Third Party insurance,Delhi,25
Maruti,Maruti Ciaz ZXi Plus,2016,120000,First Owner,Sedan,5,Manual,Petrol,1373,20,91,Third Party insurance,Delhi,4.49
Toyota,Toyota Innova Crysta 2.7 VX 7 STR,2023,7500,First Owner,MUV,7,Manual,Petrol,2694,8,163,Comprehensive,Delhi,22.5
Audi,Audi A4 35 TDI Premium,2015,43600,Second Owner,Sedan,5,Automatic,Diesel,1968,17,174,Third Party insurance,Delhi,13.9
Toyota,Toyota Etios VX,2011,48391,First Owner,Sedan,5,Manual,Petrol,1496,17,88,Third Party,Delhi,2.59
Ford,Ford Figo Diesel ZXI,2011,100000,Third Owner,Hatchback,5,Manual,Diesel,1399,20,68,Third Party insurance,Delhi,1.5
Tata,Tata Nexon EV Prime XZ Plus,2022,20000,First Owner,SUV,5,Automatic,Electric,0,16,127,Third Party insurance,Delhi,15
Tata,Tata Tigor XZ,2018,78474,First Owner,Sedan,5,Manual,Petrol,1199,20,83,Zero Dep,Delhi,4.34
Hyundai,Hyundai Santro Xing GLS,2009,70000,Second Owner,Hatchback,5,Manual,Petrol,1086,17,62,Third Party insurance,Delhi,8.71
Hyundai,Hyundai i10 Sportz,2011,39170,First Owner,Hatchback,5,Manual,Petrol,1197,20,78,Comprehensive,Delhi,2.32
Maruti,Maruti Baleno 1.2 Alpha,2019,49000,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Delhi,7.5
Honda,Honda Jazz 1.2 V AT i VTEC,2017,72000,First Owner,Hatchback,5,Automatic,Petrol,1199,19,88,Comprehensive,Delhi,5.99
Honda,Honda CR-V 2.4L 4WD AT,2016,56000,First Owner,SUV,5,Automatic,Petrol,2354,11,158,Third Party insurance,Mumbai,11.75
Honda,Honda Amaze V CVT Petrol BSIV,2018,28000,First Owner,Sedan,5,Automatic,Petrol,1199,19,88,Zero Dep,Mumbai,7.25
Hyundai,Hyundai Grand i10 Nios Sportz CNG,2021,8869,First Owner,Hatchback,5,Manual,CNG,1197,12,68,Comprehensive,Mumbai,7.65
Maruti,Maruti Baleno Delta,2016,54406,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Comprehensive,Mumbai,6.25
Audi,Audi Q2 Premium Plus II,2021,40000,First Owner,SUV,5,Automatic,Petrol,1984,10,187,Third Party insurance,Gurgaon,39
Hyundai,Hyundai Xcent 1.2 CRDi E Plus,2017,70000,First Owner,Sedan,5,Manual,Diesel,1186,25,73,Third Party insurance,Gurgaon,2.65
Tata,Tata Nexon 1.5 Diesel,2017,80000,Second Owner,SUV,5,Manual,Diesel,1497,14,108,Third Party insurance,Hyderabad,6.5
Volkswagen,Volkswagen Polo 1.2 MPI Highline,2017,61000,First Owner,Hatchback,5,Manual,Petrol,1199,16,74,Comprehensive,Bangalore,6.25
Hyundai,Hyundai EON Era Plus,2018,66198,First Owner,Hatchback,5,Manual,Petrol,814,21,55,Third Party,Lucknow,2.92
Maruti,Maruti Alto 800 LXI,2019,47714,First Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party,Chandigarh,3.12
Mahindra,Mahindra XUV300 W8 Option Dual Tone BSIV,2020,40291,Second Owner,SUV,5,Manual,Petrol,1197,17,110,Third Party insurance,Chandigarh,9.3
Maruti,Maruti Alto 800 LXI,2018,26047,Second Owner,Hatchback,5,Manual,Petrol,796,22,47,Third Party insurance,Chandigarh,2.92
Maruti,Maruti Swift Dzire VDI,2015,80000,First Owner,Sedan,5,Manual,Diesel,1248,26,74,Third Party insurance,Chandigarh,5.1
Hyundai,Hyundai Verna 1.6 CRDi SX,2016,50889,Second Owner,Sedan,5,Manual,Diesel,1582,23,126,Third Party insurance,Jaipur,7.38
Maruti,Maruti Ertiga BSIV VXI AT,2017,107598,Second Owner,MUV,7,Automatic,Petrol,1373,17,91,Without Insuarance,Jaipur,3.81
Hyundai,Hyundai i20 Asta,2009,88465,Third Owner,Hatchback,5,Manual,Petrol,1197,17,102,Without Insuarance,Jaipur,3.14
Maruti,Maruti Swift ZXI Plus,2018,70000,Second Owner,Hatchback,5,Manual,Petrol,1197,21,81,Comprehensive,Jaipur,6.5
Kia,Kia Sonet HTX Diesel iMT BSVI,2021,62000,First Owner,SUV,5,Manual,Diesel,1493,18,98,Comprehensive,Jaipur,11.5
Maruti,Maruti Alto 800 LXI,2016,70000,First Owner,Hatchback,5,Manual,Petrol,796,24,47,Third Party insurance,Jaipur,1.9
Hyundai,Hyundai EON D Lite Plus,2013,75730,Second Owner,Hatchback,5,Manual,Petrol,814,21,55,Third Party,Kolkata,1.64
Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,2017,30000,First Owner,Sedan,5,Automatic,Diesel,2143,19,170,Third Party insurance,Kolkata,25
Honda,Honda Amaze S i-Vtech,2016,65916,Second Owner,Sedan,5,Manual,Petrol,1198,18,86,Comprehensive,Kolkata,3.71
Maruti,Maruti Vitara Brezza ZDi AMT,2019,89657,First Owner,SUV,5,Automatic,Diesel,1248,24,88,Comprehensive,Kolkata,7.29
Honda,Honda City ZX CVT,2020,30000,First Owner,Sedan,5,Automatic,Petrol,1498,18,119,Third Party insurance,Kolkata,9.85
Maruti,Maruti Swift VXI,2019,40535,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Third Party,Kolkata,5.42
Maruti,Maruti Swift Dzire ZXI BSVI,2013,30000,Second Owner,Sedan,5,Manual,Petrol,1197,22,88,Third Party insurance,Kolkata,4.5
Ford,Ford Ecosport 1.5 TDCi Titanium BSIV,2015,90000,Second Owner,SUV,5,Manual,Diesel,1498,22,98,Third Party insurance,Kolkata,4.15
Maruti,Maruti Ertiga ZDI,2013,90000,Second Owner,MUV,7,Manual,Diesel,1248,20,88,Third Party insurance,Kolkata,4
Honda,Honda City S,2013,57000,First Owner,Sedan,5,Manual,Petrol,1497,16,116,Comprehensive,Kolkata,3.49
Jaguar,Jaguar XJ 50 Special Edition,2019,20000,Second Owner,Sedan,5,Automatic,Diesel,2993,14,301,Third Party insurance,Kolkata,55
Mahindra,Mahindra Scorpio S5,2021,55000,First Owner,SUV,7,Manual,Diesel,2179,9,136,Comprehensive,Kolkata,12.7
Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,2020,25910,First Owner,Sedan,5,Automatic,Diesel,2143,19,170,Comprehensive,Kolkata,35
Hyundai,Hyundai EON D Lite Plus,2013,37052,First Owner,Hatchback,5,Manual,Petrol,814,21,55,Comprehensive,Kolkata,1.5
Mercedes-Benz,Mercedes-Benz GLA Class 220 D 4MATIC Activity Edition,2017,61901,First Owner,SUV,5,Automatic,Diesel,2143,17,168,Comprehensive,Kolkata,21
Maruti,Maruti Swift VXI AMT,2019,42455,First Owner,Hatchback,5,Automatic,Petrol,1197,22,88,Third Party,Ahmedabad,5.82
Hyundai,Hyundai i10 Magna 1.1L,2015,31170,First Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party,Ahmedabad,3.51
Maruti,Maruti Wagon R CNG LXI,2020,48021,First Owner,Hatchback,5,Manual,CNG,998,32,58,Third Party insurance,Ahmedabad,5.73
Mahindra,Mahindra XUV500 W8 FWD,2012,61000,First Owner,SUV,7,Manual,Diesel,2179,15,140,Comprehensive,Ahmedabad,5.5
Maruti,Maruti Wagon R VXI 1.2,2014,63000,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Comprehensive,Ahmedabad,3.25
Renault,Renault KWID 1.0 RXT,2016,27097,First Owner,Hatchback,5,Manual,Petrol,999,23,67,Comprehensive,Chennai,3.66
BMW,BMW 3 Series 320d,2011,39001,Second Owner,Sedan,5,Automatic,Diesel,1995,22,190,Comprehensive,Chennai,14
Hyundai,Hyundai Grand i10 1.2 Kappa Era,2017,30272,First Owner,Hatchback,5,Manual,Petrol,1197,17,81,Comprehensive,Chennai,5.1
Datsun,Datsun RediGO S,2018,35056,First Owner,Hatchback,5,Manual,Petrol,799,22,53,Third Party insurance,Chennai,3.25
Mercedes-Benz,Mercedes-Benz GLC 220d 4MATIC Sport,2018,25000,First Owner,SUV,5,Automatic,Diesel,2143,17,170,Comprehensive,Chennai,49.5
Mercedes-Benz,Mercedes-Benz GLC 220d 4MATIC Sport,2017,30000,Second Owner,SUV,5,Automatic,Diesel,2143,17,170,Comprehensive,Chennai,37.9
BMW,BMW 3 Series Gran Limousine 330 Li Luxury Line,2021,9000,First Owner,Sedan,5,Automatic,Petrol,1998,15,254,Comprehensive,Chennai,55
Hyundai,Hyundai i20 1.2 Sportz,2011,80000,Second Owner,Hatchback,5,Manual,Petrol,1197,17,102,Third Party insurance,Pune,3.11
Maruti,Maruti Alto 800 LXI,2016,20127,Second Owner,Hatchback,5,Manual,Petrol,796,22,47,Without Insuarance,Pune,2.4
Maruti,Maruti Ignis 1.2 Delta BSIV,2017,26530,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Comprehensive,Pune,4.73
Maruti,Maruti Ignis 1.2 AMT Delta BSIV,2018,38021,First Owner,Hatchback,5,Automatic,Petrol,1197,20,81,Zero Dep,Pune,4.8
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2014,68740,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Pune,4
Honda,Honda City 1.5 V AT,2013,83831,Second Owner,Sedan,5,Automatic,Petrol,1497,16,107,Third Party insurance,Pune,4.4
Maruti,Maruti Ciaz VXi Plus,2017,58000,Second Owner,Sedan,5,Manual,Petrol,1373,20,91,Third Party insurance,Pune,6.5
Toyota,Toyota Corolla Altis 1.8 VL AT,2008,113000,Third Owner,Sedan,5,Automatic,Petrol,1794,14,138,Comprehensive,Pune,2.5
Honda,Honda Brio S MT,2015,69000,First Owner,Hatchback,5,Manual,Petrol,1198,19,86,Third Party insurance,Pune,3.35
Maruti,Maruti Swift VXI,2012,66945,Second Owner,Hatchback,5,Manual,Petrol,1197,22,88,Third Party,Hyderabad,4.01
Renault,Renault Triber RXZ BSVI,2020,30000,First Owner,MUV,7,Manual,Petrol,999,20,71,Third Party insurance,Hyderabad,6.4
Tata,Tata Bolt Quadrajet XE,2016,100000,Second Owner,Hatchback,5,Manual,Diesel,1248,22,74,Third Party insurance,Hyderabad,2.7
Maruti,Maruti Eeco 7 Seater STD 2020-2022,2022,20000,First Owner,Minivans,7,Manual,Petrol,1196,16,72,Third Party insurance,Hyderabad,5.4
Maruti,Maruti Vitara Brezza LDi Option,2017,74320,First Owner,SUV,5,Manual,Diesel,1248,24,88,Without Insuarance,Hyderabad,7.5
Volkswagen,Volkswagen Jetta 1.4 TSI Comfortline,2017,16726,First Owner,Sedan,5,Manual,Petrol,1390,14,120,Third Party insurance,Hyderabad,12.12
Toyota,Toyota Innova 2.5 G4 Diesel 8-seater,2008,236000,First Owner,MUV,8,Manual,Diesel,2494,12,108,Third Party insurance,Hyderabad,4.99
Ford,Ford Ecosport 1.5 DV5 MT Titanium,2013,90000,Third Owner,SUV,5,Manual,Diesel,1498,22,89,Third Party insurance,Gurgaon,2.5
Maruti,Maruti Wagon R CNG LXI,2021,33203,First Owner,Hatchback,5,Manual,CNG,998,32,58,Third Party,Gurgaon,5.68
Hyundai,Hyundai i10 Magna 1.2,2008,93196,Third Owner,Hatchback,5,Manual,Petrol,1197,20,78,Without Insuarance,Gurgaon,8.71
Maruti,Maruti Ritz LXi,2012,49297,First Owner,Hatchback,5,Manual,Petrol,1197,18,85,Third Party,Gurgaon,2.22
Hyundai,Hyundai i10 Magna 1.2,2009,67172,Second Owner,Hatchback,5,Manual,Petrol,1197,20,78,Third Party,Gurgaon,1.1
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,2010,78732,Second Owner,Sedan,5,Manual,Petrol,1197,17,85,Without Insuarance,Gurgaon,1.7
Maruti,Maruti Vitara Brezza ZDi,2017,60000,First Owner,SUV,5,Manual,Diesel,1248,24,88,Third Party insurance,Delhi,7
Tata,Tata Tiago 1.2 Revotron XM,2018,67457,First Owner,Hatchback,5,Manual,Petrol,1199,23,84,Third Party insurance,Delhi,4.48
Hyundai,Hyundai i20 1.2 Magna Executive,2019,49000,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party insurance,Delhi,5.95
Maruti,Maruti Swift Dzire VDi,2009,120000,Second Owner,Sedan,5,Manual,Diesel,1248,19,73,Third Party insurance,Bangalore,3.5
BMW,BMW X3 xDrive20d xLine,2016,100000,Second Owner,SUV,5,Automatic,Diesel,1995,18,190,Third Party insurance,Bangalore,28
Hyundai,Hyundai Grand i10 Sportz,2017,69819,First Owner,Hatchback,5,Manual,Petrol,1197,18,82,Comprehensive,Bangalore,4.63
Hyundai,Hyundai Verna SX Diesel,2021,30000,First Owner,Sedan,5,Manual,Diesel,1493,25,113,Third Party insurance,Bangalore,12.5
Maruti,Maruti S-Presso VXI Plus 2019-2022,2022,45872,First Owner,Hatchback,5,Manual,Petrol,998,21,65,Zero Dep,Bangalore,4.94
Hyundai,Hyundai i20 1.2 Asta Option,2019,65015,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party insurance,Bangalore,7.22
Hyundai,Hyundai Xcent 1.2 Kappa S,2014,66486,First Owner,Sedan,5,Manual,Petrol,1197,19,82,Comprehensive,Bangalore,4.06
Skoda,Skoda Rapid 1.6 MPI Ambition BSIV,2017,36024,First Owner,Sedan,5,Manual,Petrol,1598,15,103,Comprehensive,Bangalore,7.13
Honda,Honda Jazz V CVT,2016,68000,First Owner,Hatchback,5,Automatic,Petrol,1199,18,88,Comprehensive,Mumbai,5.65
