car_company,car_model,registered_yr,Kms_driven,owner_type,body_type,seats,transmission_type,fuel_type,engine_capacity_in_cc,mileage_in_kmpl,max_power_in_bhp,insurance,city,resale_price_in_Lakh_Rupees
Tata,Tata Tiago XZ Plus BSVI,2021,11808,First Owner,Hatchback,5,Manual,Petrol,1199,19,84,Third Party,Chennai,6.61
Hyundai,Hyundai Grand i10 Sportz,2016,97522,Second Owner,Hatchback,5,Manual,Petrol,1197,18,82,Third Party,Chennai,4.38
Maruti,Maruti Wagon R VXI BS IV,2011,80320,First Owner,Hatchback,5,Manual,Petrol,998,18,67,Comprehensive,Chennai,2.93
Tata,Tata Tiago XZ Plus,2019,42779,Second Owner,Hatchback,5,Manual,Petrol,1199,23,83,Zero Dep,Chennai,4.9
Toyota,Toyota Etios G,2016,56380,First Owner,Sedan,5,Manual,Petrol,1496,16,88,Third Party insurance,Chennai,5.17
Honda,Honda City 1.5 V AT,2010,99283,Third Owner,Sedan,5,Automatic,Petrol,1497,16,87,Third Party insurance,Chennai,2.99
Maruti,Maruti Baleno 1.2 Delta,2018,30000,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Chennai,6.5
Maruti,Maruti Ertiga ZXI CNG,2022,10000,First Owner,MUV,7,Manual,CNG,1462,26,86,Third Party insurance,Pune,13.11
Tata,Tata Altroz XE BSVI,2021,30000,First Owner,Hatchback,5,Manual,Petrol,1199,19,86,Third Party insurance,Pune,6.25
Honda,Honda Amaze S CVT i-VTEC,2018,80000,First Owner,Sedan,5,Automatic,Petrol,1199,18,88,Third Party insurance,Pune,5.5
Mahindra,Mahindra XUV500 R W10 FWD,2016,53000,First Owner,SUV,7,Manual,Diesel,2179,16,140,Comprehensive,Pune,11.75
Maruti,Maruti Wagon R VXI BS IV,2018,59084,Second Owner,Hatchback,5,Manual,Petrol,998,20,67,Comprehensive,Hyderabad,4.2
Tata,Tata Punch Creative AMT DT BSVI,2022,10000,First Owner,SUV,5,Automatic,Petrol,1199,18,86,Third Party insurance,Hyderabad,9.8
Renault,Renault Duster 85PS Diesel RxL,2012,67879,First Owner,SUV,5,Manual,Diesel,1461,20,83,Third Party,Hyderabad,3.98
Hyundai,Hyundai i20 N Line N8 DCT Dual Tone BSVI,2022,10000,First Owner,Hatchback,5,Automatic,Petrol,998,20,118,Third Party insurance,Hyderabad,12.5
Hyundai,Hyundai Xcent 1.2 Kappa S AT,2016,73322,First Owner,Sedan,5,Automatic,Petrol,1197,19,82,Without Insuarance,Hyderabad,4.5
Honda,Honda City i VTEC CVT SV,2014,66000,First Owner,Sedan,5,Automatic,Petrol,1497,18,117,Third Party insurance,Hyderabad,6.75
Fiat,Fiat Abarth Avventura 1.4 T-Jet,2016,105000,Second Owner,Hatchback,5,Manual,Petrol,1368,17,140,Third Party insurance,Hyderabad,4.75
Maruti,Maruti Ignis 1.2 Sigma BSIV,2017,23587,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Third Party,Gurgaon,4.17
Hyundai,Hyundai Creta 1.6 CRDi SX,2016,70000,First Owner,SUV,5,Manual,Diesel,1582,19,126,Third Party insurance,Gurgaon,7.7
Honda,Honda Amaze SX i-VTEC,2016,104427,First Owner,Sedan,5,Manual,Petrol,1198,18,86,Zero Dep,Gurgaon,4.47
Maruti,Maruti Baleno 1.2 Delta,2019,97494,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Zero Dep,Gurgaon,5.12
Maruti,Maruti Swift VXI,2017,93464,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Third Party insurance,Gurgaon,3.97
Maruti,Maruti Swift Dzire VDI,2017,44451,First Owner,Sedan,5,Manual,Diesel,1248,28,74,Without Insuarance,Gurgaon,4.95
Maruti,Maruti Baleno 1.2 CVT Alpha,2018,32000,Second Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Third Party insurance,Delhi,7
Hyundai,Hyundai i10 Era 1.1 iTech SE,2011,69015,First Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party insurance,Delhi,1.75
Maruti,Maruti Ignis Delta BSVI,2022,3100,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Comprehensive,Delhi,6.25
Kia,Kia Seltos GTX Plus DCT,2020,20000,First Owner,SUV,5,Automatic,Petrol,1353,16,138,Third Party insurance,Bangalore,18
Volkswagen,Volkswagen Vento 1.0 TSI Highline Plus AT,2021,35407,First Owner,Sedan,5,Automatic,Petrol,999,16,108,Comprehensive,Bangalore,12.56
Hyundai,Hyundai i20 Asta Option 1.2,2016,72247,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Bangalore,6.6
Skoda,Skoda Superb Elegance 1.8 TSI,2009,50000,First Owner,Sedan,5,Manual,Petrol,1798,13,157,Third Party insurance,Bangalore,4
Maruti,Maruti Swift Dzire AMT VDI,2017,112566,Second Owner,Sedan,5,Automatic,Diesel,1248,28,74,Comprehensive,Bangalore,6.57
Hyundai,Hyundai i20 Asta Option 1.2,2017,44611,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Comprehensive,Bangalore,6.18
Hyundai,Hyundai i20 Asta 1.2,2017,29591,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party insurance,Bangalore,6.86
Maruti,Maruti Swift LXI,2013,57779,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Comprehensive,Bangalore,4.37
Hyundai,Hyundai Verna SX Diesel,2021,28834,First Owner,Sedan,5,Manual,Diesel,1493,25,113,Third Party,Bangalore,12.23
Maruti,Maruti Ignis 1.2 Delta BSIV,2017,30000,Second Owner,Hatchback,5,Manual,Petrol,1197,20,81,Third Party insurance,Mumbai,4.5
Maruti,Maruti Wagon R LXI CNG,2014,40290,Second Owner,Hatchback,5,Manual,CNG,998,26,58,Third Party,Mumbai,3.17
Maruti,Maruti Celerio ZXI Plus BSVI,2022,9452,First Owner,Hatchback,5,Manual,Petrol,998,24,65,Third Party,Mumbai,6.54
Hyundai,Hyundai Grand i10 Asta,2016,31200,First Owner,Hatchback,5,Manual,Petrol,1197,18,82,Third Party,Mumbai,4.59
Nissan,Nissan Sunny XV CVT,2018,41050,First Owner,Sedan,5,Automatic,Petrol,1498,17,99,Comprehensive,Mumbai,6.45
Tata,Tata Altroz XZ Diesel,2021,40923,First Owner,Hatchback,5,Manual,Diesel,1497,23,88,Third Party,Mumbai,8.12
Maruti,Maruti Swift Dzire 1.2 Vxi BSIV,2012,50000,Second Owner,Sedan,5,Manual,Petrol,1197,17,85,Third Party insurance,Mumbai,3
Renault,Renault KWID Climber 1.0 AMT,2021,12500,First Owner,Hatchback,5,Automatic,Petrol,999,24,67,Comprehensive,Mumbai,5.25
Honda,Honda Amaze S CVT Petrol,2019,38344,First Owner,Sedan,5,Automatic,Petrol,1199,18,88,Comprehensive,Mumbai,6.95
Maruti,Maruti Swift Dzire LXI Option,2016,60000,First Owner,Sedan,5,Manual,Petrol,1197,20,83,Third Party insurance,Delhi,4
Maruti,Maruti Alto LXi,2009,100000,Third Owner,Hatchback,5,Manual,Petrol,796,19,46,Third Party insurance,Gurgaon,8.71
Honda,Honda Amaze VX i-Vtech,2015,77723,First Owner,Sedan,5,Manual,Petrol,1198,18,86,Comprehensive,Delhi,4.29
Hyundai,Hyundai i10 Era,2011,70000,First Owner,Hatchback,5,Manual,Petrol,1086,19,68,Third Party insurance,Delhi,1.55
Maruti,Maruti Swift LXI,2019,56187,First Owner,Hatchback,5,Manual,Petrol,1197,22,88,Zero Dep,Delhi,4.95
Renault,Renault Duster 110PS Diesel RxL,2013,120000,Second Owner,SUV,5,Manual,Diesel,1461,19,108,Third Party insurance,Delhi,3.5
Maruti,Maruti 800 AC BSIII,2008,70000,First Owner,Hatchback,4,Manual,Petrol,796,16,37,Third Party insurance,Delhi,8.71
Hyundai,Hyundai Grand i10 CRDi Asta Option,2014,64000,First Owner,Hatchback,5,Manual,Diesel,1120,24,70,Comprehensive,Delhi,3
Mercedes-Benz,Mercedes-Benz CLA Urban Sport 200d,2019,20120,First Owner,Sedan,5,Automatic,Diesel,2143,17,134,Comprehensive,Delhi,30.9
Renault,Renault KWID 1.0 RXT AMT Opt,2019,40000,First Owner,Hatchback,5,Automatic,Petrol,999,22,67,Comprehensive,Delhi,4.1
Ford,Ford Endeavour 2.2 Titanium AT 4X2,2018,57142,First Owner,SUV,7,Automatic,Diesel,2198,12,158,Third Party insurance,Delhi,26.75
Jeep,Jeep Compass 2.0 Longitude Option,2020,22800,First Owner,SUV,5,Manual,Diesel,1956,17,170,Comprehensive,Delhi,17.6
Maruti,Maruti Swift Dzire VXI,2013,100000,First Owner,Sedan,5,Manual,Petrol,1197,19,85,Third Party insurance,Delhi,4
Maruti,Maruti Alto 800 LXI,2019,26642,First Owner,Hatchback,5,Manual,Petrol,796,22,47,Comprehensive,Gurgaon,3.27
Hyundai,Hyundai Verna 1.6 SX VTVT AT,2015,62700,Second Owner,Sedan,5,Automatic,Petrol,1591,15,121,Third Party,Mumbai,6.15
Skoda,Skoda Kushaq 1.5 TSI Style DSG,2022,11000,First Owner,SUV,5,Automatic,Petrol,1498,18,147,Third Party,Mumbai,17.95
Honda,Honda City 1.5 S MT,2011,57000,First Owner,Sedan,5,Manual,Petrol,1497,17,96,Third Party insurance,Mumbai,3.25
Jaguar,Jaguar XE Prestige,2017,26000,First Owner,Sedan,5,Automatic,Petrol,1999,13,197,Comprehensive,Mumbai,24.9
Jaguar,Jaguar XF 2.2 Litre Luxury,2013,42000,First Owner,Sedan,5,Automatic,Diesel,2179,16,187,Comprehensive,Mumbai,16.9
Hyundai,Hyundai Venue S BSIV,2020,19920,First Owner,SUV,5,Manual,Petrol,1197,17,81,Third Party insurance,Mumbai,8.5
Honda,Honda Amaze VX Petrol,2017,39000,First Owner,Sedan,5,Manual,Petrol,1199,18,88,Comprehensive,Mumbai,5.7
Mercedes-Benz,Mercedes-Benz GLE 250d,2018,72700,First Owner,SUV,5,Automatic,Diesel,2143,17,201,Comprehensive,Mumbai,43
Maruti,Maruti Celerio VXI AT,2014,69408,First Owner,Hatchback,5,Automatic,Petrol,998,23,67,Third Party,Bangalore,4.25
Tata,Tata Nexon XZ Plus Diesel S,2020,38000,Second Owner,SUV,5,Manual,Diesel,1497,21,108,Comprehensive,Bangalore,10.95
Hyundai,Hyundai Verna 1.6 CRDi S,2015,84308,First Owner,Sedan,5,Manual,Diesel,1582,23,126,Comprehensive,Bangalore,6.95
Mercedes-Benz,Mercedes-Benz M-Class ML 350 4Matic,2013,110000,Second Owner,SUV,5,Automatic,Diesel,2987,10,106,Comprehensive,Bangalore,23.5
Toyota,Toyota Innova Crysta 2.8 ZX AT BSIV,2018,112000,First Owner,MUV,7,Automatic,Diesel,2755,11,171,Third Party insurance,Delhi,17.65
Toyota,Toyota Etios Liva G SP,2012,70000,Second Owner,Hatchback,5,Manual,Petrol,1197,17,78,Comprehensive,Delhi,2.85
Audi,Audi A3 35 TFSI Technology,2019,44000,First Owner,Sedan,5,Automatic,Petrol,1395,19,150,Zero Dep,Gurgaon,26.9
Toyota,Toyota Fortuner 2.8 2WD AT,2020,60000,First Owner,SUV,7,Automatic,Diesel,2755,12,174,Third Party insurance,Lucknow,31.5
Maruti,Maruti SX4 S Cross Zeta DDiS 200 SH,2018,90000,First Owner,SUV,5,Manual,Diesel,1248,25,88,Third Party insurance,Lucknow,8
Hyundai,Hyundai Grand i10 1.2 CRDi Magna,2017,60000,First Owner,Hatchback,5,Manual,Diesel,1186,24,73,Third Party insurance,Lucknow,4.1
Datsun,Datsun GO Plus T BSIV,2018,30896,First Owner,MUV,7,Manual,Petrol,1198,19,67,Without Insuarance,Lucknow,3
Maruti,Maruti Alto K10 VXI AMT,2016,36998,First Owner,Hatchback,5,Automatic,Petrol,998,23,67,Third Party,Chandigarh,3.42
Maruti,Maruti Ertiga SHVS ZDI Plus,2016,38325,First Owner,MUV,7,Manual,Diesel,1248,24,88,Without Insuarance,Bangalore,8
Hyundai,Hyundai i20 1.2 Asta Dual Tone,2018,45499,Second Owner,Hatchback,5,Manual,Petrol,1197,18,81,Without Insuarance,Bangalore,7
Audi,Audi Q5 30 TDI quattro Premium,2017,35000,First Owner,SUV,5,Automatic,Diesel,1968,14,174,Third Party insurance,Delhi,25.75
Volkswagen,Volkswagen Polo Diesel Comfortline 1.2L,2012,100000,First Owner,Hatchback,5,Manual,Diesel,1199,22,73,Third Party insurance,Jaipur,3
Maruti,Maruti Ciaz 1.4 Alpha,2017,38943,First Owner,Sedan,5,Manual,Petrol,1373,20,91,Without Insuarance,Jaipur,6.07
Hyundai,Hyundai Creta SX Opt IVT BSVI,2021,28807,First Owner,SUV,5,Automatic,Petrol,1497,15,113,Without Insuarance,Jaipur,16
Maruti,Maruti Swift Dzire VXI,2014,70351,Third Owner,Sedan,5,Manual,Petrol,1197,19,85,Without Insuarance,Jaipur,4
Maruti,Maruti Wagon R LXI Minor,2009,86476,First Owner,Hatchback,5,Manual,Petrol,1061,18,67,Without Insuarance,Jaipur,1.37
Mahindra,Mahindra XUV500 W6 1.99 mHawk,2018,89000,Second Owner,SUV,7,Manual,Diesel,1997,16,140,Third Party insurance,Jaipur,9.25
Jaguar,Jaguar XF 2.2 Litre Luxury,2015,95252,First Owner,Sedan,5,Automatic,Diesel,2179,16,187,Comprehensive,Jaipur,24
Hyundai,Hyundai Grand i10 Asta Option,2014,42866,Second Owner,Hatchback,5,Manual,Petrol,1197,18,82,Comprehensive,Kolkata,3.36
Maruti,Maruti Ciaz VDi Plus,2015,80000,First Owner,Sedan,5,Manual,Diesel,1248,26,88,Third Party insurance,Kolkata,4.75
Maruti,Maruti Swift Dzire VXI,2014,35872,First Owner,Sedan,5,Manual,Petrol,1197,22,88,Comprehensive,Kolkata,3.23
Maruti,Maruti Swift Dzire VXI,2015,25113,First Owner,Sedan,5,Manual,Petrol,1197,22,88,Third Party,Kolkata,3.22
Hyundai,Hyundai Xcent 1.2 Kappa S Option,2014,50000,Second Owner,Sedan,5,Manual,Petrol,1197,19,81,Third Party insurance,Kolkata,3.5
Honda,Honda City i-VTEC V,2019,48384,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Comprehensive,Kolkata,7.75
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,57944,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Zero Dep,Ahmedabad,4.67
Hyundai,Hyundai EON D Lite Plus,2013,100000,Third Owner,Hatchback,5,Manual,Petrol,814,21,55,Third Party insurance,Ahmedabad,2.3
Hyundai,Hyundai EON Era Plus,2013,64875,First Owner,Hatchback,5,Manual,Petrol,814,21,55,Comprehensive,Ahmedabad,2.36
Tata,Tata Zest Revotron 1.2 XT,2016,50000,First Owner,Sedan,5,Manual,Petrol,1193,17,88,Third Party insurance,Ahmedabad,4.25
Maruti,Maruti Ignis 1.2 Sigma BSIV,2018,98235,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Comprehensive,Ahmedabad,4.25
Maruti,Maruti Ciaz Alpha AT BSVI,2022,9921,First Owner,Sedan,5,Automatic,Petrol,1462,20,103,Third Party,Ahmedabad,10.35
Audi,Audi A4 2.0 TDI,2013,122000,First Owner,Sedan,5,Automatic,Diesel,1968,16,147,Comprehensive,Ahmedabad,12.75
MG,MG Hector Sharp DCT,2020,42000,Second Owner,SUV,5,Automatic,Petrol,1451,13,141,Zero Dep,Ahmedabad,13.25
Honda,Honda City i DTec E,2016,50000,First Owner,Sedan,5,Manual,Diesel,1498,26,98,Third Party insurance,Ahmedabad,6.31
Maruti,Maruti Celerio VXI BSVI,2022,20000,First Owner,Hatchback,5,Manual,Petrol,998,25,65,Comprehensive,Ahmedabad,5.5
Hyundai,Hyundai i20 Asta Option 1.2,2016,34392,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party,Chennai,6.39
Honda,Honda Civic ZX,2019,51319,First Owner,Sedan,5,Automatic,Petrol,1799,16,139,Third Party,Chennai,16.3
Land,Land Rover Range Rover Velar D180 SE,2018,52000,First Owner,SUV,5,Automatic,Diesel,1999,22,177,Comprehensive,Chennai,70
Audi,Audi Q3 35 TDI Quattro Technology,2016,70000,Second Owner,SUV,5,Automatic,Diesel,1968,15,181,Comprehensive,Chennai,24.25
Maruti,Maruti Alto 800 CNG LXI,2014,80605,First Owner,Hatchback,5,Manual,CNG,796,30,47,Third Party,Pune,2.97
Jeep,Jeep Compass 1.4 Sport BSVI,2021,12649,First Owner,SUV,5,Manual,Petrol,1368,14,160,Third Party,Pune,17.1
Hyundai,Hyundai Grand i10 Sportz,2014,46518,First Owner,Hatchback,5,Manual,Petrol,1197,18,82,Comprehensive,Pune,4.05
Mercedes-Benz,Mercedes-Benz GLA Class 200 d Sport,2018,80000,Second Owner,SUV,5,Automatic,Diesel,2143,17,136,Third Party insurance,Pune,25
Hyundai,Hyundai i20 1.2 Sportz,2011,110000,Third Owner,Hatchback,5,Manual,Petrol,1197,17,91,Third Party insurance,Pune,2.5
Honda,Honda Amaze V CVT Petrol BSIV,2018,23990,Second Owner,Sedan,5,Automatic,Petrol,1199,19,88,Comprehensive,Pune,7.48
Hyundai,Hyundai i20 1.2 Magna,2010,65123,Second Owner,Hatchback,5,Manual,Petrol,1197,18,117,Third Party insurance,Pune,2.7
Toyota,Toyota Innova 2.5 LE 2014 Diesel 8 Seater,2015,125000,First Owner,MUV,8,Manual,Diesel,2494,12,100,Third Party insurance,Pune,11.99
Tata,Tata Harrier XTA Plus Dark Edition AT BSVI,2021,20000,First Owner,SUV,5,Automatic,Diesel,1956,14,167,Third Party insurance,Hyderabad,20
Skoda,Skoda Kushaq 1.5 TSI Monte Carlo DSG BSVI,2022,10000,First Owner,SUV,5,Automatic,Petrol,1498,17,147,Third Party insurance,Hyderabad,21.5
Mercedes-Benz,Mercedes-Benz C-Class 220,2017,151901,First Owner,Sedan,5,Manual,Diesel,2148,15,98,Third Party insurance,Hyderabad,28.5
Honda,Honda Amaze S CVT Petrol,2016,80000,First Owner,Sedan,5,Automatic,Petrol,1199,18,88,Third Party insurance,Hyderabad,5.8
Maruti,Maruti Wagon R VXI 1.2,2021,21504,First Owner,Hatchback,5,Manual,Petrol,1197,20,81,Without Insuarance,Gurgaon,5.3
Maruti,Maruti Alto 800 CNG LXI,2017,75723,Second Owner,Hatchback,5,Manual,CNG,796,33,40,Comprehensive,Gurgaon,2.95
Tata,Tata Tiago 1.2 Revotron XTA,2019,36000,First Owner,Hatchback,5,Automatic,Petrol,1199,23,84,Comprehensive,Delhi,5.5
Maruti,Maruti Swift Dzire ZDi,2012,100000,First Owner,Sedan,5,Manual,Diesel,1248,19,73,Third Party insurance,Bangalore,5.5
Maruti,Maruti Celerio VXI AMT,2018,19557,Second Owner,Hatchback,5,Automatic,Petrol,998,26,65,Comprehensive,Bangalore,5
Hyundai,Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,42090,First Owner,Hatchback,5,Manual,Petrol,1197,18,81,Third Party insurance,Bangalore,5.74
Honda,Honda Jazz V CVT,2017,47000,First Owner,Hatchback,5,Automatic,Petrol,1199,18,88,Comprehensive,Bangalore,7.75
BMW,BMW 5 Series 520d Luxury Line,2014,66000,First Owner,Sedan,5,Automatic,Diesel,1995,18,190,Comprehensive,Bangalore,19.75
Maruti,Maruti Baleno 1.2 CVT Alpha,2021,8500,First Owner,Hatchback,5,Automatic,Petrol,1197,21,83,Comprehensive,Bangalore,8.95
Maruti,Maruti Baleno 1.2 Zeta,2016,69310,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Bangalore,6.81
Kia,Kia Carens Luxury Plus iMT BSVI,2022,10000,First Owner,MUV,7,Automatic,Petrol,1482,13,157,Third Party insurance,Mumbai,18.5
Maruti,Maruti SX4 S Cross DDiS 200 Zeta,2017,65275,Second Owner,SUV,5,Manual,Diesel,1248,23,88,Comprehensive,Mumbai,6.92
Hyundai,Hyundai Creta 1.6 E Plus,2016,52891,First Owner,SUV,5,Manual,Petrol,1591,15,121,Comprehensive,Mumbai,7.33
Renault,Renault KWID RXL,2017,8855,First Owner,Hatchback,5,Manual,Petrol,799,25,53,Third Party insurance,Mumbai,3.65
Datsun,Datsun GO A,2014,18499,First Owner,Hatchback,5,Manual,Petrol,1198,20,67,Third Party,Mumbai,2.45
Volkswagen,Volkswagen Passat Diesel Highline 2.0 TDI,2012,90000,Second Owner,Sedan,5,Automatic,Diesel,1968,18,167,Third Party insurance,Mumbai,7.75
Volkswagen,Volkswagen Vento 1.6 Highline,2017,57000,First Owner,Sedan,5,Manual,Petrol,1598,16,103,Third Party,Mumbai,6.95
Audi,Audi A4 35 TDI Technology,2019,15938,First Owner,Sedan,5,Automatic,Diesel,1968,18,187,Zero Dep,Mumbai,34.15
Maruti,Maruti Wagon R LXI CNG,2015,120000,First Owner,Hatchback,5,Manual,CNG,998,26,58,Third Party insurance,Delhi,2.5
Maruti,Maruti Alto K10 VXI AMT,2015,35811,Second Owner,Hatchback,5,Automatic,Petrol,998,23,67,Third Party,Delhi,3.01
Hyundai,Hyundai i10 Sportz,2011,56545,Second Owner,Hatchback,5,Manual,Petrol,1197,20,78,Third Party,Delhi,2.09
Hyundai,Hyundai i20 Active 1.2 S,2018,58574,First Owner,Hatchback,5,Manual,Petrol,1197,17,81,Comprehensive,Delhi,6.26
Hyundai,Hyundai Grand i10 Nios Sportz CNG,2022,16959,First Owner,Hatchback,5,Manual,CNG,1197,17,68,Comprehensive,Delhi,7.54
Maruti,Maruti Baleno Zeta,2021,20000,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Third Party insurance,Delhi,7.5
Renault,Renault Duster 85PS Diesel RxE,2014,110000,First Owner,SUV,5,Manual,Diesel,1461,20,83,Third Party insurance,Delhi,3.9
Maruti,Maruti Swift VXI,2017,32110,First Owner,Hatchback,5,Manual,Petrol,1197,21,81,Comprehensive,Delhi,4.05
Ford,Ford Ecosport 1.5 Petrol Titanium,2017,55000,Second Owner,SUV,5,Manual,Petrol,1496,15,120,Third Party insurance,Delhi,6.5
Maruti,Maruti Swift VVT VXI,2020,26000,First Owner,Hatchback,5,Manual,Petrol,1197,22,81,Comprehensive,Delhi,5.76
Renault,Renault Duster 110PS Diesel RxL,2014,63000,First Owner,SUV,5,Manual,Diesel,1461,19,108,Comprehensive,Delhi,3.65
Mahindra,Mahindra XUV500 W11 BSIV,2019,87520,First Owner,SUV,7,Manual,Diesel,2179,15,152,Third Party insurance,Mumbai,15.75
MG,MG Astor Sharp CVT BSVI,2022,23200,First Owner,SUV,5,Automatic,Petrol,1498,14,108,Comprehensive,Mumbai,15.75
Kia,Kia Seltos GTK,2020,42000,First Owner,SUV,5,Manual,Petrol,1353,16,138,Comprehensive,Bangalore,15.95
Renault,Renault Duster 110PS Diesel RxZ,2013,86000,Second Owner,SUV,5,Manual,Diesel,1461,19,108,Comprehensive,Bangalore,6.25
Maruti,Maruti Baleno RS,2018,57000,First Owner,Hatchback,5,Manual,Petrol,998,21,100,Comprehensive,Bangalore,7.9
Toyota,Toyota Fortuner 2.8 2WD MT,2019,144758,First Owner,SUV,7,Manual,Diesel,2755,14,174,Third Party insurance,Hyderabad,34
Maruti,Maruti Swift Dzire Tour 1.3 S Diesel,2018,113000,First Owner,Sedan,5,Manual,Diesel,1248,19,74,Third Party insurance,Hyderabad,6.15
Mahindra,Mahindra XUV300 W8 Option Dual Tone BSVI,2019,44360,First Owner,SUV,5,Manual,Petrol,1197,16,108,Third Party,Hyderabad,9.93
Skoda,Skoda Octavia 1.8 TSI AT L K,2019,28000,First Owner,Sedan,5,Automatic,Petrol,1798,15,178,Comprehensive,Delhi,21.9
Renault,Renault Duster 110PS Diesel RxZ,2012,120000,Second Owner,SUV,5,Manual,Diesel,1461,19,108,Third Party insurance,Agra,4.5
Renault,Renault KWID 1.0 RXT Optional AT 2016-2019,2017,34061,First Owner,Hatchback,5,Automatic,Petrol,999,23,67,Comprehensive,Lucknow,3.15
Honda,Honda City 1.5 V AT Sunroof,2012,56446,Second Owner,Sedan,5,Automatic,Petrol,1497,16,116,Third Party insurance,Lucknow,4.94
Jaguar,Jaguar XF 2.2 Litre Luxury,2014,92561,First Owner,Sedan,5,Automatic,Diesel,2179,16,187,Without Insuarance,Bangalore,20
Maruti,Maruti Baleno 1.2 Alpha,2018,49500,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Jaipur,6.7
Honda,Honda WR-V i-VTEC S,2020,26633,First Owner,SUV,5,Manual,Petrol,1199,17,88,Comprehensive,Jaipur,7.85
Tata,Tata Zest Revotron 1.2T XMS,2015,150000,First Owner,Sedan,5,Manual,Petrol,1193,17,88,Third Party insurance,Jaipur,2.7
Maruti,Maruti Baleno 1.2 Zeta,2019,44310,First Owner,Hatchback,5,Manual,Petrol,1197,21,83,Third Party insurance,Kolkata,5.9
Maruti,Maruti Ritz LXi,2011,96609,Second Owner,Hatchback,5,Manual,Petrol,1197,18,85,Comprehensive,Kolkata,1.43
Maruti,Maruti S-Presso VXI Plus 2019-2022,2020,40000,First Owner,Hatchback,5,Manual,Petrol,998,21,65,Third Party insurance,Kolkata,4.5
Hyundai,Hyundai Getz GLS,2006,70000,Second Owner,Hatchback,5,Manual,Petrol,1341,15,81,Third Party insurance,Kolkata,8.71
Mahindra,Mahindra XUV500 AT W6 2WD,2017,50000,First Owner,SUV,7,Automatic,Diesel,2179,16,140,Third Party insurance,Kolkata,9.3
Honda,Honda City V MT,2019,25000,First Owner,Sedan,5,Manual,Petrol,1497,17,117,Comprehensive,Kolkata,6.99
Toyota,Toyota Innova 2.5 VX (Diesel) 8 Seater,2012,260000,First Owner,MUV,8,Manual,Diesel,2494,12,100,Comprehensive,Kolkata,6.75
Maruti,Maruti Wagon R VXI Opt,2021,35000,First Owner,Hatchback,5,Manual,Petrol,998,21,67,Comprehensive,Kolkata,4.85
Volkswagen,Volkswagen Polo 1.2 MPI Comfortline,2014,45000,First Owner,Hatchback,5,Manual,Petrol,1198,16,74,Comprehensive,Kolkata,2.99
Hyundai,Hyundai Creta SX Opt Diesel BSVI,2022,9000,First Owner,SUV,5,Manual,Diesel,1493,13,113,Comprehensive,Kolkata,15.99
Hyundai,Hyundai Verna SX IVT Opt,2021,9000,Second Owner,Sedan,5,Automatic,Petrol,1497,18,113,Comprehensive,Kolkata,10.9
Honda,Honda City ZX CVT,2021,20000,First Owner,Sedan,5,Automatic,Petrol,1498,18,119,Third Party,Kolkata,12.45
Honda,Honda Jazz 1.2 V i VTEC,2017,55000,First Owner,Hatchback,5,Manual,Petrol,1199,18,88,Comprehensive,Kolkata,3.99
Mahindra,Mahindra Scorpio 2.6 SLX,2003,52000,First Owner,Mahindra,8,Manual,Diesel,2179,10,120,Comprehensive,Kolkata,2.5
Maruti,Maruti Wagon R CNG LXI,2020,60468,First Owner,Hatchback,5,Manual,CNG,998,32,58,Zero Dep,Ahmedabad,5.87
Maruti,Maruti Baleno 1.2 Alpha,2016,44373,Second Owner,Hatchback,5,Manual,Petrol,1197,21,83,Comprehensive,Ahmedabad,5.43
Honda,Honda Amaze S i-Vtech,2014,89150,First Owner,Sedan,5,Manual,Petrol,1198,18,86,Third Party insurance,Ahmedabad,3.77
Hyundai,Hyundai Verna SX AT Diesel,2020,44500,First Owner,Sedan,5,Automatic,Diesel,1493,21,113,Zero Dep,Ahmedabad,13.13
Hyundai,Hyundai Creta SX IVT BSVI,2021,40000,First Owner,SUV,5,Automatic,Petrol,1497,13,113,Third Party insurance,Ahmedabad,16.5
Hyundai,Hyundai Getz GVS,2007,120000,Second Owner,Hatchback,5,Manual,Petrol,1341,15,105,Third Party insurance,Ahmedabad,1
